epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.81465,2.11041,3.75097,1.68898,0.04545,1,0.995,0.6965,0.45787,3.4734,1.02031,0,0,0
